uid,n_interactions,n_questions,n_kcs,accuracy_total,repeat_rate,first_accuracy,repeat_accuracy,first_timestamp,last_timestamp,repeat_gain,sequence_duration_days,activity_bucket,cohort
8535,263,239,138,0.460076,0.091255,0.472803,0.333333,1595295594000,1622205678000,-0.13947,311.459306,baja,mixed_profile
8536,406,330,157,0.704433,0.128079,0.69774,0.75,1595154309000,1621761620000,0.05226,307.954988,alta,mixed_profile
8540,411,365,158,0.746959,0.104623,0.763587,0.604651,1596012290000,1622270746000,-0.158936,303.917315,alta,mixed_profile
8555,302,232,136,0.887417,0.188742,0.889796,0.877193,1596102970000,1622207792000,-0.012603,302.139144,media,high_accuracy_low_repeat
8557,663,550,220,0.932127,0.149321,0.932624,0.929293,1594030832000,1622289904000,-0.003331,327.072593,muy alta,high_accuracy_low_repeat
8559,285,251,149,0.610526,0.115789,0.626984,0.484848,1593822510000,1622246464000,-0.142136,328.980949,media,mixed_profile
8564,259,222,88,0.833977,0.127413,0.827434,0.878788,1594466791000,1612095083000,0.051354,204.031157,baja,mixed_profile
8567,359,300,130,0.635097,0.147632,0.637255,0.622642,1595746569000,1619088115000,-0.014613,270.156782,alta,mixed_profile
8573,411,305,153,0.800487,0.150852,0.793696,0.83871,1594460723000,1622269778000,0.045013,321.864062,alta,mixed_profile
8577,288,241,117,0.892361,0.138889,0.895161,0.875,1595155080000,1620905839000,-0.020161,298.041192,media,high_accuracy_low_repeat
8582,223,205,100,0.730942,0.067265,0.735577,0.666667,1599819727000,1622255705000,-0.06891,259.675671,baja,mixed_profile
8583,236,202,131,0.686441,0.122881,0.700483,0.586207,1594641925000,1622291646000,-0.114276,320.019919,baja,mixed_profile
8584,465,385,161,0.937634,0.156989,0.931122,0.972603,1595211420000,1622258132000,0.04148,313.040648,muy alta,high_accuracy_low_repeat
8590,370,282,121,0.754054,0.164865,0.744337,0.803279,1599301238000,1622289881000,0.058942,266.072257,alta,mixed_profile
8593,341,282,140,0.72434,0.16129,0.730769,0.690909,1596508484000,1622258140000,-0.03986,298.028426,alta,mixed_profile
8594,508,407,183,0.65748,0.135827,0.651481,0.695652,1594428900000,1622279127000,0.044172,322.34059,muy alta,mixed_profile
8599,326,259,146,0.760736,0.128834,0.75,0.833333,1595896192000,1621683677000,0.083333,298.466262,media,mixed_profile
8601,231,200,99,0.848485,0.116883,0.848039,0.851852,1597639608000,1612842263000,0.003813,175.956655,baja,mixed_profile
8602,298,269,109,0.892617,0.077181,0.887273,0.956522,1597571109000,1620366636000,0.069249,263.837118,media,high_accuracy_low_repeat
8603,665,546,219,0.747368,0.160902,0.747312,0.747664,1594441827000,1622278603000,0.000352,322.184907,muy alta,mixed_profile
8604,467,355,179,0.578158,0.143469,0.57,0.626866,1593596817000,1622290075000,0.056866,332.097894,muy alta,mixed_profile
8606,315,271,147,0.666667,0.12381,0.688406,0.512821,1596758785000,1622195800000,-0.175585,294.409896,media,mixed_profile
8616,322,285,124,0.782609,0.10559,0.774306,0.852941,1605339295000,1622272320000,0.078636,195.984086,media,mixed_profile
8618,326,282,150,0.990798,0.122699,0.98951,1.0,1593338141000,1620475536000,0.01049,314.09022,media,high_accuracy_low_repeat
8631,239,204,111,0.761506,0.133891,0.768116,0.71875,1597033595000,1621858437000,-0.049366,287.32456,baja,mixed_profile
8640,396,347,172,0.808081,0.121212,0.804598,0.833333,1594038970000,1622262425000,0.028736,326.660359,alta,mixed_profile
8649,400,267,143,0.845,0.1475,0.83871,0.881356,1596437127000,1621037007000,0.042646,284.720833,alta,mixed_profile
8654,318,256,131,0.814465,0.132075,0.815217,0.809524,1596350874000,1622270787000,-0.005694,299.998993,media,mixed_profile
8655,388,280,149,0.92268,0.170103,0.913043,0.969697,1597053483000,1622249720000,0.056653,291.623113,alta,high_accuracy_low_repeat
8659,294,222,119,0.710884,0.119048,0.706564,0.742857,1597537507000,1621739141000,0.036293,280.111505,media,mixed_profile
8663,340,254,127,0.811765,0.129412,0.800676,0.886364,1599305344000,1621174098000,0.085688,253.110579,alta,mixed_profile
8674,242,203,121,0.714876,0.140496,0.692308,0.852941,1595921101000,1622275064000,0.160633,305.02272,baja,mixed_profile
8675,278,232,131,0.874101,0.140288,0.878661,0.846154,1595757359000,1622203228000,-0.032507,306.086447,media,high_accuracy_low_repeat
8676,482,376,171,0.543568,0.130705,0.541766,0.555556,1596437110000,1621851401000,0.013789,294.146887,muy alta,mixed_profile
8685,294,241,140,0.772109,0.156463,0.778226,0.73913,1595757328000,1622294259000,-0.039095,307.140405,media,mixed_profile
8686,257,201,112,0.785992,0.206226,0.759804,0.886792,1595216462000,1622255894000,0.126989,312.956389,baja,high_repeat_positive_gain
8687,599,492,202,0.889816,0.170284,0.881288,0.931373,1594035029000,1622258137000,0.050085,326.656343,muy alta,high_accuracy_low_repeat
8693,299,239,147,0.809365,0.187291,0.790123,0.892857,1594030870000,1622263423000,0.102734,326.76566,media,mixed_profile
8700,490,423,165,0.7,0.134694,0.688679,0.772727,1599649878000,1621853780000,0.084048,256.989606,muy alta,mixed_profile
8701,619,488,204,0.712439,0.166397,0.695736,0.796117,1594441827000,1622278633000,0.10038,322.185255,muy alta,mixed_profile
8702,512,411,176,0.888672,0.160156,0.890698,0.878049,1594441832000,1622289898000,-0.012649,322.315579,muy alta,high_accuracy_low_repeat
8706,231,163,112,0.852814,0.099567,0.855769,0.826087,1597571109000,1622195142000,-0.029682,285.000382,baja,high_accuracy_low_repeat
8709,293,233,148,0.788396,0.153584,0.778226,0.844444,1594638667000,1622247910000,0.066219,319.551424,media,mixed_profile
8713,334,286,131,0.712575,0.116766,0.691525,0.871795,1596455347000,1622258166000,0.180269,298.643738,alta,mixed_profile
8731,386,338,136,0.626943,0.111399,0.629738,0.604651,1594466762000,1622258170000,-0.025086,321.659815,alta,mixed_profile
8737,406,327,147,0.736453,0.142857,0.727011,0.793103,1599536773000,1622260193000,0.066092,263.002546,alta,mixed_profile
8740,339,303,161,0.840708,0.100295,0.84918,0.764706,1595123003000,1615081007000,-0.084474,230.995417,alta,mixed_profile
8742,258,214,97,0.686047,0.158915,0.682028,0.707317,1594441830000,1608953683000,0.025289,167.961262,baja,mixed_profile
8743,416,338,163,0.790865,0.127404,0.779614,0.867925,1597537499000,1622195519000,0.08831,285.39375,alta,mixed_profile
8745,397,340,139,0.919395,0.141058,0.920821,0.910714,1601025346000,1622195913000,-0.010107,245.029711,alta,high_accuracy_low_repeat
8748,358,304,130,0.829609,0.131285,0.823151,0.87234,1595208241000,1614429746000,0.049189,222.471123,alta,mixed_profile
8757,457,376,157,0.814004,0.166302,0.813648,0.815789,1595208239000,1622258131000,0.002141,313.077454,muy alta,mixed_profile
8758,264,228,125,0.757576,0.113636,0.764957,0.7,1595743202000,1622257920000,-0.064957,306.88331,baja,mixed_profile
8762,283,249,144,0.756184,0.120141,0.783133,0.558824,1596506485000,1621734122000,-0.224309,291.986539,media,mixed_profile
8763,230,186,115,0.826087,0.113043,0.833333,0.769231,1594427110000,1616070021000,-0.064103,250.496655,baja,mixed_profile
8772,409,323,178,0.696822,0.190709,0.706949,0.653846,1596455020000,1615030856000,-0.053102,214.998102,alta,mixed_profile
8776,299,240,141,0.752508,0.137124,0.755814,0.731707,1597919119000,1622292071000,-0.024107,282.094352,media,mixed_profile
8778,625,492,189,0.8448,0.1232,0.85219,0.792208,1595984105000,1622289971000,-0.059982,304.466042,muy alta,mixed_profile
8780,529,425,189,0.63138,0.175803,0.637615,0.602151,1594034982000,1622258150000,-0.035464,326.657037,muy alta,mixed_profile
8784,391,324,135,0.795396,0.15601,0.790909,0.819672,1594466790000,1622204157000,0.028763,321.03434,alta,mixed_profile
8787,403,337,151,0.722084,0.156328,0.705882,0.809524,1595208246000,1622278610000,0.103641,313.314398,alta,mixed_profile
8799,242,202,124,0.805785,0.165289,0.80198,0.825,1594464574000,1622257632000,0.02302,321.678912,baja,mixed_profile
8807,364,298,156,0.64011,0.14011,0.661342,0.509804,1593944716000,1622289754000,-0.151538,328.067569,alta,mixed_profile
8815,322,268,133,0.673913,0.10559,0.677083,0.647059,1597906509000,1622281752000,-0.030025,282.120868,media,mixed_profile
8823,352,316,158,0.704545,0.076705,0.701538,0.740741,1595211385000,1622276037000,0.039202,313.248287,alta,mixed_profile
8828,223,202,74,0.932735,0.089686,0.926108,1.0,1599302113000,1622257123000,0.073892,265.682986,baja,high_accuracy_low_repeat
8831,311,234,111,0.713826,0.096463,0.72242,0.633333,1596534302000,1615007777000,-0.089087,213.813368,media,mixed_profile
8832,361,298,118,0.828255,0.149584,0.830619,0.814815,1594899956000,1622258130000,-0.015804,316.645532,alta,mixed_profile
8835,523,433,186,0.847036,0.164436,0.837529,0.895349,1593845903000,1622258125000,0.05782,328.845162,muy alta,mixed_profile
8837,529,436,171,0.869565,0.160681,0.864865,0.894118,1597542944000,1621675810000,0.029253,279.315579,muy alta,high_accuracy_low_repeat
8838,342,278,136,0.599415,0.169591,0.609155,0.551724,1594441825000,1622282436000,-0.057431,322.229294,alta,mixed_profile
8843,649,530,207,0.895223,0.163328,0.889503,0.924528,1594466764000,1622290979000,0.035026,322.039525,muy alta,high_accuracy_low_repeat
8845,238,207,124,0.907563,0.12605,0.918269,0.833333,1595658310000,1622290689000,-0.084936,308.245127,baja,high_accuracy_low_repeat
8849,292,175,125,0.674658,0.15411,0.684211,0.622222,1597226109000,1622282105000,-0.061988,289.999954,media,mixed_profile
8855,283,250,103,0.734982,0.109541,0.734127,0.741935,1594441825000,1611279741000,0.007808,194.883287,media,mixed_profile
8857,399,327,160,0.927318,0.160401,0.919403,0.96875,1593859905000,1621772292000,0.049347,323.060035,alta,high_accuracy_low_repeat
8860,414,339,138,0.78744,0.166667,0.788406,0.782609,1594426635000,1622278637000,-0.005797,322.361134,alta,mixed_profile
8862,251,208,111,0.557769,0.159363,0.516588,0.775,1594441837000,1608956177000,0.258412,167.990046,baja,mixed_profile
8868,248,205,124,0.733871,0.165323,0.743961,0.682927,1596764420000,1622292260000,-0.061035,295.461111,baja,mixed_profile
8873,424,345,165,0.419811,0.169811,0.434659,0.347222,1594466770000,1622278602000,-0.087437,321.896204,muy alta,mixed_profile
8874,371,307,153,0.80593,0.121294,0.815951,0.733333,1594029411000,1622277247000,-0.082618,326.942546,alta,mixed_profile
8875,489,370,167,0.728016,0.145194,0.722488,0.760563,1596437138000,1621758230000,0.038075,293.068194,muy alta,mixed_profile
8876,575,479,198,0.744348,0.14087,0.753036,0.691358,1594030833000,1622204141000,-0.061678,326.079954,muy alta,mixed_profile
8880,301,258,156,0.654485,0.122924,0.643939,0.72973,1595211379000,1622196094000,0.08579,312.32309,media,mixed_profile
8883,384,312,132,0.661458,0.161458,0.65528,0.693548,1599290135000,1622279251000,0.038269,266.077731,alta,mixed_profile
8886,500,405,168,0.706,0.172,0.710145,0.686047,1595746545000,1622258204000,-0.024098,306.847905,muy alta,mixed_profile
8891,492,400,152,0.79878,0.130081,0.810748,0.71875,1594427110000,1622025803000,-0.091998,319.429317,muy alta,mixed_profile
8894,386,312,144,0.968912,0.158031,0.969231,0.967213,1599284767000,1622276040000,-0.002018,266.102697,alta,high_accuracy_low_repeat
8899,425,340,164,0.872941,0.188235,0.884058,0.825,1595229797000,1622258135000,-0.059058,312.827986,muy alta,high_accuracy_low_repeat
8904,329,283,152,0.693009,0.121581,0.719723,0.5,1595241936000,1615036458000,-0.219723,229.103264,media,mixed_profile
8909,533,412,182,0.782364,0.129456,0.784483,0.768116,1594428914000,1622195323000,-0.016367,321.370475,muy alta,mixed_profile
8912,397,311,139,0.79597,0.163728,0.801205,0.769231,1599290730000,1619255742000,-0.031974,231.076528,alta,mixed_profile
8913,269,241,132,0.903346,0.104089,0.904564,0.892857,1594781780000,1615095929000,-0.011707,235.117465,baja,high_accuracy_low_repeat
8917,496,394,176,0.909274,0.120968,0.912844,0.883333,1596500876000,1615198733000,-0.029511,216.410382,muy alta,high_accuracy_low_repeat
8921,409,372,179,0.904645,0.090465,0.908602,0.864865,1596457761000,1621729457000,-0.043737,292.496481,alta,high_accuracy_low_repeat
8924,276,238,128,0.800725,0.105072,0.793522,0.862069,1593944725000,1622275770000,0.068547,327.905613,media,mixed_profile
8925,439,371,171,0.594533,0.129841,0.596859,0.578947,1594466768000,1622288992000,-0.017911,322.016481,muy alta,mixed_profile
8926,520,372,174,0.846154,0.155769,0.851936,0.814815,1594622711000,1622259531000,-0.037121,319.870602,muy alta,mixed_profile
8927,381,320,187,0.879265,0.149606,0.873457,0.912281,1593418966000,1622035249000,0.038824,331.206979,alta,high_accuracy_low_repeat
8928,535,439,173,0.861682,0.160748,0.859688,0.872093,1599270362000,1622281771000,0.012405,266.335752,muy alta,high_accuracy_low_repeat
8937,608,529,189,0.702303,0.110197,0.7061,0.671642,1595636751000,1622260154000,-0.034458,308.141238,muy alta,mixed_profile
8946,348,302,153,0.876437,0.114943,0.866883,0.95,1595746523000,1622206645000,0.083117,306.251412,alta,high_accuracy_low_repeat
8952,361,275,151,0.792244,0.138504,0.78135,0.86,1596350742000,1622270705000,0.07865,299.999572,alta,mixed_profile
8961,417,343,146,0.767386,0.16307,0.767908,0.764706,1594466767000,1621504532000,-0.003202,312.937095,alta,mixed_profile
8964,384,277,127,0.700521,0.111979,0.692082,0.767442,1595154317000,1622291996000,0.07536,314.093507,alta,mixed_profile
8965,558,454,185,0.9319,0.148746,0.924211,0.975904,1595638550000,1622254470000,0.051693,308.05463,muy alta,high_accuracy_low_repeat
8969,386,321,136,0.670984,0.150259,0.661585,0.724138,1595746665000,1616414075000,0.062553,239.206134,alta,mixed_profile
8970,476,384,165,0.810924,0.189076,0.813472,0.8,1594175408000,1622289701000,-0.013472,325.39691,muy alta,mixed_profile
8973,248,219,108,0.91129,0.112903,0.909091,0.928571,1599975692000,1622018742000,0.019481,255.127894,baja,high_accuracy_low_repeat
8974,650,545,215,0.84,0.143077,0.834829,0.870968,1595241707000,1615097775000,0.036138,229.815602,muy alta,mixed_profile
8977,517,427,164,0.812379,0.129594,0.804444,0.865672,1597639604000,1622289657000,0.061227,285.301539,muy alta,mixed_profile
8978,416,287,140,0.942308,0.151442,0.934844,0.984127,1599299747000,1622207456000,0.049283,265.135521,alta,high_accuracy_low_repeat
8985,419,365,151,0.794749,0.128878,0.791781,0.814815,1597297355000,1621663225000,0.023034,282.012384,muy alta,mixed_profile
8988,273,184,119,0.776557,0.168498,0.757709,0.869565,1594622706000,1622270699000,0.111856,319.999919,baja,mixed_profile
8990,450,377,157,0.677778,0.153333,0.658793,0.782609,1594035011000,1622258129000,0.123816,326.656458,muy alta,mixed_profile
8994,396,326,160,0.631313,0.166667,0.624242,0.666667,1594547705000,1622290978000,0.042424,321.102697,alta,mixed_profile
9001,415,356,178,0.944578,0.13253,0.941667,0.963636,1595144238000,1622248705000,0.02197,313.709109,alta,high_accuracy_low_repeat
9008,445,389,179,0.880899,0.116854,0.888041,0.826923,1593328184000,1621732805000,-0.061118,328.757188,muy alta,high_accuracy_low_repeat
9010,570,455,189,0.919298,0.15614,0.914761,0.94382,1595152513000,1622283687000,0.029059,314.018218,muy alta,high_accuracy_low_repeat
9016,264,200,94,0.587121,0.140152,0.572687,0.675676,1601114117000,1622295313000,0.102988,245.152731,baja,mixed_profile
9019,314,272,133,0.805732,0.121019,0.800725,0.842105,1597053054000,1619777892000,0.041381,263.018958,media,mixed_profile
9020,275,229,145,0.923636,0.130909,0.912134,1.0,1597571706000,1621665967000,0.087866,278.868762,media,high_accuracy_low_repeat
9023,300,252,117,0.693333,0.076667,0.696751,0.652174,1596500726000,1617452288000,-0.044577,242.494931,media,mixed_profile
9029,370,293,162,0.864865,0.156757,0.86859,0.844828,1597041925000,1622260245000,-0.023762,291.878704,alta,high_accuracy_low_repeat
9040,289,247,138,0.785467,0.128028,0.777778,0.837838,1597906151000,1622259302000,0.06006,281.865174,media,mixed_profile
9046,296,232,120,0.608108,0.128378,0.600775,0.657895,1599958584000,1622297398000,0.05712,258.551088,media,mixed_profile
9047,247,211,134,0.635628,0.133603,0.630841,0.666667,1597112703000,1621685336000,0.035826,284.405475,baja,mixed_profile
9049,315,227,139,0.552381,0.174603,0.565385,0.490909,1602150931000,1622290636000,-0.074476,233.098438,media,mixed_profile
9057,239,192,126,0.543933,0.150628,0.541872,0.555556,1597052793000,1622290489000,0.013684,292.102963,baja,mixed_profile
9059,562,468,184,0.765125,0.161922,0.757962,0.802198,1594466790000,1622258137000,0.044236,321.659109,muy alta,mixed_profile
9064,300,262,96,0.773333,0.12,0.768939,0.805556,1595208242000,1608953650000,0.036616,159.09037,media,mixed_profile
9070,283,230,133,0.742049,0.113074,0.752988,0.65625,1594460882000,1622290531000,-0.096738,322.102419,media,mixed_profile
9077,279,228,140,0.784946,0.125448,0.778689,0.828571,1596966946000,1622287182000,0.049883,293.058287,media,mixed_profile
9079,553,446,177,0.934901,0.169982,0.930283,0.957447,1594466765000,1622258129000,0.027164,321.659306,muy alta,high_accuracy_low_repeat
9084,400,333,155,0.8625,0.1525,0.861357,0.868852,1599290184000,1622278987000,0.007496,266.074109,alta,high_accuracy_low_repeat
9090,386,331,140,0.463731,0.126943,0.474777,0.387755,1595308761000,1618024458000,-0.087022,262.91316,alta,mixed_profile
9109,551,471,190,0.767695,0.143376,0.758475,0.822785,1594085348000,1622295614000,0.06431,326.507708,muy alta,mixed_profile
9124,234,170,116,0.884615,0.128205,0.897059,0.8,1597226104000,1622247904000,-0.097059,289.604167,baja,high_accuracy_low_repeat
9129,388,295,155,0.840206,0.157216,0.825688,0.918033,1597539312000,1622297988000,0.092345,286.55875,alta,mixed_profile
9151,380,307,149,0.902632,0.15,0.897833,0.929825,1593860443000,1622282105000,0.031992,328.954421,alta,high_accuracy_low_repeat
9156,257,217,125,0.821012,0.105058,0.817391,0.851852,1593944709000,1622200537000,0.034461,327.035046,baja,mixed_profile
9158,528,436,176,0.721591,0.166667,0.736364,0.647727,1595746558000,1622258127000,-0.088636,306.846863,muy alta,mixed_profile
9161,375,341,153,0.72,0.085333,0.737609,0.53125,1593483707000,1622261230000,-0.206359,333.073183,alta,mixed_profile
9163,373,315,162,0.884718,0.123324,0.889908,0.847826,1596016522000,1622275002000,-0.042082,303.917593,alta,high_accuracy_low_repeat
9171,368,314,159,0.82337,0.133152,0.827586,0.795918,1597654095000,1621672901000,-0.031668,277.99544,alta,mixed_profile
9180,497,359,166,0.937626,0.144869,0.931765,0.972222,1595144734000,1622279399000,0.040458,314.058623,muy alta,high_accuracy_low_repeat
9182,298,245,145,0.899329,0.157718,0.89243,0.93617,1596966907000,1622287109000,0.04374,293.057894,media,high_accuracy_low_repeat
9184,313,259,153,0.715655,0.159744,0.703422,0.78,1595753571000,1621685800000,0.076578,300.141539,media,mixed_profile
9189,423,332,159,0.903073,0.182033,0.895954,0.935065,1594466769000,1622258128000,0.039111,321.659248,muy alta,high_accuracy_low_repeat
9201,547,447,177,0.857404,0.164534,0.853392,0.877778,1595746585000,1622258133000,0.024386,306.84662,muy alta,high_accuracy_low_repeat
9203,393,325,153,0.750636,0.160305,0.766667,0.666667,1597654087000,1622258139000,-0.1,284.76912,alta,mixed_profile
9211,272,223,149,0.691176,0.147059,0.698276,0.65,1594428903000,1622290712000,-0.048276,322.474641,baja,mixed_profile
9213,267,203,83,0.861423,0.093633,0.855372,0.92,1595670326000,1609548900000,0.064628,160.631644,baja,high_accuracy_low_repeat
9215,478,429,215,0.933054,0.100418,0.932558,0.9375,1595304889000,1615036816000,0.004942,228.378785,muy alta,high_accuracy_low_repeat
9219,375,248,141,0.869333,0.16,0.860317,0.916667,1594622718000,1622270699000,0.056349,319.99978,alta,high_accuracy_low_repeat
9220,245,222,126,0.628571,0.093878,0.626126,0.652174,1593828755000,1622269423000,0.026048,329.174398,baja,mixed_profile
9221,273,210,134,0.857143,0.168498,0.859031,0.847826,1595238908000,1622210083000,-0.011205,312.166377,baja,high_accuracy_low_repeat
9228,429,341,164,0.734266,0.195804,0.736232,0.72619,1596502532000,1622291847000,-0.010041,298.487442,muy alta,mixed_profile
9231,249,202,129,0.819277,0.136546,0.804651,0.911765,1594448701000,1622258492000,0.107114,321.872581,baja,mixed_profile
9234,269,223,127,0.505576,0.130112,0.482906,0.657143,1594030836000,1621049725000,0.174237,312.718623,baja,mixed_profile
9236,459,344,148,0.858388,0.16122,0.862338,0.837838,1595930129000,1622249719000,-0.0245,304.624884,muy alta,high_accuracy_low_repeat
9239,279,210,116,0.616487,0.121864,0.6,0.735294,1594893321000,1621687591000,0.135294,310.118866,media,mixed_profile
9241,409,348,157,0.93154,0.146699,0.931232,0.933333,1593922033000,1621654721000,0.002101,320.980185,alta,high_accuracy_low_repeat
9246,301,258,104,0.657807,0.136213,0.65,0.707317,1595211381000,1608953257000,0.057317,159.049491,media,mixed_profile
9253,339,290,110,0.690265,0.126844,0.692568,0.674419,1595746513000,1608985812000,-0.018149,153.232627,alta,mixed_profile
9257,246,205,121,0.670732,0.142276,0.668246,0.685714,1596535183000,1622284185000,0.017468,298.020856,baja,mixed_profile
9262,345,308,168,0.831884,0.098551,0.832797,0.823529,1593850374000,1615372782000,-0.009268,249.101944,alta,mixed_profile
9269,265,156,111,0.769811,0.120755,0.76824,0.78125,1595144703000,1622284121000,0.01301,314.113634,baja,mixed_profile
9272,230,195,129,0.786957,0.121739,0.79703,0.714286,1593603247000,1622258467000,-0.082744,331.657639,baja,mixed_profile
9287,362,300,150,0.859116,0.143646,0.854839,0.884615,1595326523000,1621740656000,0.029777,305.719132,alta,high_accuracy_low_repeat
9288,467,405,176,0.736617,0.109208,0.730769,0.784314,1596440620000,1622204126000,0.053544,298.188727,muy alta,mixed_profile
9290,558,462,204,0.937276,0.136201,0.93361,0.960526,1594449298000,1622269791000,0.026916,321.996447,muy alta,high_accuracy_low_repeat
9295,410,362,165,0.953659,0.109756,0.953425,0.955556,1597537501000,1620992869000,0.002131,271.474167,alta,high_accuracy_low_repeat
9299,363,313,165,0.820937,0.118457,0.828125,0.767442,1593513966000,1621748049000,-0.060683,326.783368,alta,mixed_profile
9301,521,427,171,0.925144,0.161228,0.924485,0.928571,1594466798000,1622258138000,0.004086,321.659028,muy alta,high_accuracy_low_repeat
9304,253,206,126,0.778656,0.146245,0.773148,0.810811,1596761721000,1622294014000,0.037663,295.51265,baja,mixed_profile
9307,453,375,172,0.571744,0.154525,0.563969,0.614286,1597735829000,1622290974000,0.050317,284.203067,muy alta,mixed_profile
9309,307,258,130,0.713355,0.156352,0.725869,0.645833,1594441837000,1620909057000,-0.080035,306.333565,media,mixed_profile
9312,326,297,130,0.711656,0.08589,0.714765,0.678571,1597216495000,1622210939000,-0.036194,289.287546,media,mixed_profile
9315,434,354,174,0.762673,0.154378,0.754768,0.80597,1597654105000,1622291002000,0.051202,285.149271,muy alta,mixed_profile
9317,258,187,100,0.511628,0.166667,0.506977,0.534884,1599872157000,1622258475000,0.027907,259.100903,baja,mixed_profile
9318,492,405,166,0.794715,0.146341,0.802381,0.75,1595750384000,1622258142000,-0.052381,306.802755,muy alta,mixed_profile
9323,269,223,124,0.732342,0.148699,0.720524,0.8,1595164151000,1621740572000,0.079476,307.597465,baja,mixed_profile
9324,276,237,119,0.880435,0.137681,0.865546,0.973684,1594466762000,1621651079000,0.108138,314.633299,media,high_accuracy_low_repeat
9325,261,219,120,0.56705,0.149425,0.581081,0.487179,1599287126000,1621735123000,-0.093902,259.81478,baja,mixed_profile
9326,377,295,162,0.763926,0.122016,0.758308,0.804348,1595930152000,1622295942000,0.04604,305.159606,alta,mixed_profile
9331,312,262,141,0.798077,0.096154,0.801418,0.766667,1595648148000,1621676993000,-0.034752,301.25978,media,mixed_profile
9333,276,242,131,0.57971,0.105072,0.57085,0.655172,1597214841000,1622286317000,0.084322,290.17912,media,mixed_profile
9335,518,432,182,0.822394,0.150579,0.825,0.807692,1594034970000,1622291873000,-0.017308,327.047488,muy alta,mixed_profile
9336,262,209,117,0.465649,0.183206,0.462617,0.479167,1595653108000,1620098582000,0.01655,282.933727,baja,mixed_profile
9340,245,210,88,0.820408,0.106122,0.812785,0.884615,1595746695000,1608948887000,0.07183,152.803148,baja,mixed_profile
9343,503,409,175,0.763419,0.180915,0.762136,0.769231,1596502570000,1622259582000,0.007095,298.113565,muy alta,mixed_profile
9346,297,251,94,0.643098,0.127946,0.656371,0.552632,1599216649000,1608977419000,-0.103739,112.971875,media,mixed_profile
9347,270,222,135,0.777778,0.17037,0.790179,0.717391,1596794392000,1622279397000,-0.072787,294.965336,baja,mixed_profile
9348,389,326,158,0.781491,0.141388,0.778443,0.8,1594466765000,1615079359000,0.021557,238.57169,alta,mixed_profile
9352,473,370,182,0.805497,0.143763,0.8,0.838235,1594638711000,1622247987000,0.038235,319.551806,muy alta,mixed_profile
9357,357,298,157,0.882353,0.120448,0.88535,0.860465,1594428906000,1615023996000,-0.024885,238.369097,alta,high_accuracy_low_repeat
9361,337,238,116,0.940653,0.175074,0.946043,0.915254,1602894361000,1622258074000,-0.030789,224.117049,alta,high_accuracy_low_repeat
9370,298,259,138,0.812081,0.124161,0.808429,0.837838,1595173960000,1621778216000,0.029409,307.91963,media,mixed_profile
9375,513,418,167,0.894737,0.167641,0.908665,0.825581,1599269164000,1622258130000,-0.083084,266.075995,muy alta,high_accuracy_low_repeat
9377,365,330,164,0.816438,0.09589,0.809091,0.885714,1596432549000,1615076853000,0.076623,215.790556,alta,mixed_profile
9383,307,243,151,0.736156,0.149837,0.735632,0.73913,1594448709000,1622258472000,0.003498,321.872257,media,mixed_profile
9384,233,182,123,0.72103,0.137339,0.736318,0.625,1593944712000,1622205501000,-0.111318,327.092465,baja,mixed_profile
9390,246,203,107,0.764228,0.154472,0.774038,0.710526,1599879188000,1620520802000,-0.063512,238.907569,baja,mixed_profile
9391,321,252,131,0.919003,0.174455,0.924528,0.892857,1599137987000,1622269343000,-0.031671,267.724028,media,high_accuracy_low_repeat
9392,319,273,153,0.858934,0.125392,0.856631,0.875,1596354646000,1622261009000,0.018369,299.842164,media,high_accuracy_low_repeat
9393,341,321,155,0.956012,0.058651,0.959502,0.9,1594800324000,1622282331000,-0.059502,318.078785,alta,high_accuracy_low_repeat
9405,307,249,149,0.801303,0.14658,0.78626,0.888889,1599230369000,1622247949000,0.102629,266.407176,media,mixed_profile
9408,407,319,150,0.916462,0.162162,0.909091,0.954545,1596362133000,1621677310000,0.045455,292.999734,alta,high_accuracy_low_repeat
9409,431,336,155,0.793503,0.178654,0.799435,0.766234,1594467302000,1622289899000,-0.033201,322.020799,muy alta,mixed_profile
9413,316,274,112,0.743671,0.120253,0.741007,0.763158,1595232115000,1614480424000,0.022151,222.781354,media,mixed_profile
9414,340,264,125,0.767647,0.188235,0.789855,0.671875,1599269165000,1622258207000,-0.11798,266.076875,alta,mixed_profile
9415,447,354,164,0.928412,0.136465,0.930052,0.918033,1596502505000,1622263526000,-0.012019,298.159965,muy alta,high_accuracy_low_repeat
9425,237,201,98,0.822785,0.118143,0.818182,0.857143,1594035736000,1621148406000,0.038961,313.804051,baja,mixed_profile
9427,470,400,163,0.908511,0.146809,0.910224,0.898551,1597041913000,1621672048000,-0.011674,285.071007,muy alta,high_accuracy_low_repeat
9428,292,253,131,0.708904,0.116438,0.689922,0.852941,1597733770000,1618046136000,0.163019,235.096829,media,mixed_profile
9437,248,216,129,0.306452,0.104839,0.297297,0.384615,1595918713000,1622280009000,0.087318,305.107593,baja,mixed_profile
9441,348,278,163,0.83908,0.183908,0.841549,0.828125,1594460700000,1622258626000,-0.013424,321.735255,alta,mixed_profile
9443,515,419,167,0.720388,0.153398,0.720183,0.721519,1594034969000,1622290979000,0.001336,327.037153,muy alta,mixed_profile
